collection_date,variant_id,allpos_count
2021-04-05,Alpha,2248
2021-04-05,Beta,31
2021-04-05,Delta,5
2021-04-05,Epsilon,129
2021-04-05,Eta,8
2021-04-05,Gamma,122
2021-04-05,Iota,13
2021-04-05,Iota (E484K),198
2021-04-05,Iota (S477N),119
2021-04-05,Kappa,5
2021-04-05,Lambda,4
2021-04-05,Mu,1
2021-04-05,Other variant,741
2021-04-05,Zeta,15
2021-04-06,Alpha,2159
2021-04-06,Beta,30
2021-04-06,Delta,12
2021-04-06,Epsilon,101
2021-04-06,Eta,14
2021-04-06,Gamma,100
2021-04-06,Iota,15
2021-04-06,Iota (E484K),174
2021-04-06,Iota (S477N),134
2021-04-06,Kappa,5
2021-04-06,Lambda,1
2021-04-06,Other variant,634
2021-04-06,Zeta,11
2021-04-07,Alpha,1907
2021-04-07,Beta,28
2021-04-07,Delta,7
2021-04-07,Epsilon,86
2021-04-07,Eta,16
2021-04-07,Gamma,68
2021-04-07,Iota,8
2021-04-07,Iota (E484K),143
2021-04-07,Iota (S477N),76
2021-04-07,Kappa,6
2021-04-07,Lambda,1
2021-04-07,Mu,3
2021-04-07,Other variant,556
2021-04-07,Zeta,13
2021-04-08,Alpha,1773
2021-04-08,Beta,18
2021-04-08,Delta,2
2021-04-08,Epsilon,88
2021-04-08,Eta,14
2021-04-08,Gamma,88
2021-04-08,Iota,11
2021-04-08,Iota (E484K),147
2021-04-08,Iota (S477N),97
2021-04-08,Kappa,3
2021-04-08,Lambda,5
2021-04-08,Mu,1
2021-04-08,Other variant,434
2021-04-08,Zeta,11
2021-04-09,Alpha,2369
2021-04-09,Beta,23
2021-04-09,Delta,33
2021-04-09,Epsilon,116
2021-04-09,Eta,14
2021-04-09,Gamma,87
2021-04-09,Iota,9
2021-04-09,Iota (E484K),232
2021-04-09,Iota (S477N),129
2021-04-09,Kappa,8
2021-04-09,Lambda,7
2021-04-09,Mu,1
2021-04-09,Other variant,587
2021-04-09,Zeta,11
2021-04-10,Alpha,1832
2021-04-10,Beta,26
2021-04-10,Delta,8
2021-04-10,Epsilon,94
2021-04-10,Eta,17
2021-04-10,Gamma,103
2021-04-10,Iota,13
2021-04-10,Iota (E484K),172
2021-04-10,Iota (S477N),114
2021-04-10,Kappa,6
2021-04-10,Lambda,7
2021-04-10,Mu,1
2021-04-10,Other variant,433
2021-04-10,Zeta,8
2021-04-11,Alpha,1446
2021-04-11,Beta,24
2021-04-11,Delta,24
2021-04-11,Epsilon,66
2021-04-11,Eta,12
2021-04-11,Gamma,84
2021-04-11,Iota,9
2021-04-11,Iota (E484K),147
2021-04-11,Iota (S477N),114
2021-04-11,Kappa,7
2021-04-11,Lambda,3
2021-04-11,Mu,3
2021-04-11,Other variant,388
2021-04-11,Zeta,9
2021-04-12,Alpha,2410
2021-04-12,Beta,29
2021-04-12,Delta,15
2021-04-12,Epsilon,98
2021-04-12,Eta,20
2021-04-12,Gamma,140
2021-04-12,Iota,10
2021-04-12,Iota (E484K),218
2021-04-12,Iota (S477N),130
2021-04-12,Kappa,4
2021-04-12,Lambda,4
2021-04-12,Mu,2
2021-04-12,Other variant,601
2021-04-12,Zeta,12
2021-04-13,Alpha,2284
2021-04-13,Beta,23
2021-04-13,Delta,18
2021-04-13,Epsilon,90
2021-04-13,Eta,10
2021-04-13,Gamma,132
2021-04-13,Iota,11
2021-04-13,Iota (E484K),206
2021-04-13,Iota (S477N),140
2021-04-13,Kappa,14
2021-04-13,Lambda,4
2021-04-13,Mu,11
2021-04-13,Other variant,579
2021-04-13,Zeta,30
2021-04-14,Alpha,2358
2021-04-14,Beta,34
2021-04-14,Delta,18
2021-04-14,Epsilon,84
2021-04-14,Eta,20
2021-04-14,Gamma,113
2021-04-14,Iota,20
2021-04-14,Iota (E484K),204
2021-04-14,Iota (S477N),151
2021-04-14,Kappa,4
2021-04-14,Lambda,5
2021-04-14,Mu,6
2021-04-14,Other variant,530
2021-04-14,Zeta,29
2021-04-15,Alpha,1767
2021-04-15,Beta,17
2021-04-15,Delta,40
2021-04-15,Epsilon,59
2021-04-15,Eta,10
2021-04-15,Gamma,82
2021-04-15,Iota,7
2021-04-15,Iota (E484K),137
2021-04-15,Iota (S477N),126
2021-04-15,Kappa,5
2021-04-15,Lambda,7
2021-04-15,Mu,2
2021-04-15,Other variant,393
2021-04-15,Zeta,20
2021-04-16,Alpha,1532
2021-04-16,Beta,20
2021-04-16,Delta,32
2021-04-16,Epsilon,60
2021-04-16,Eta,12
2021-04-16,Gamma,68
2021-04-16,Iota,14
2021-04-16,Iota (E484K),166
2021-04-16,Iota (S477N),87
2021-04-16,Kappa,13
2021-04-16,Lambda,4
2021-04-16,Mu,1
2021-04-16,Other variant,304
2021-04-16,Zeta,15
2021-04-17,Alpha,1230
2021-04-17,Beta,9
2021-04-17,Delta,28
2021-04-17,Epsilon,39
2021-04-17,Eta,15
2021-04-17,Gamma,79
2021-04-17,Iota,3
2021-04-17,Iota (E484K),137
2021-04-17,Iota (S477N),104
2021-04-17,Kappa,12
2021-04-17,Lambda,1
2021-04-17,Mu,3
2021-04-17,Other variant,299
2021-04-17,Zeta,34
2021-04-18,Alpha,1008
2021-04-18,Beta,7
2021-04-18,Delta,26
2021-04-18,Epsilon,45
2021-04-18,Eta,17
2021-04-18,Gamma,52
2021-04-18,Iota,3
2021-04-18,Iota (E484K),72
2021-04-18,Iota (S477N),63
2021-04-18,Kappa,3
2021-04-18,Lambda,1
2021-04-18,Mu,1
2021-04-18,Other variant,227
2021-04-18,Zeta,8
2021-04-19,Alpha,2071
2021-04-19,Beta,24
2021-04-19,Delta,52
2021-04-19,Epsilon,77
2021-04-19,Eta,13
2021-04-19,Gamma,103
2021-04-19,Iota,9
2021-04-19,Iota (E484K),178
2021-04-19,Iota (S477N),115
2021-04-19,Kappa,8
2021-04-19,Lambda,2
2021-04-19,Mu,3
2021-04-19,Other variant,404
2021-04-19,Zeta,28
2021-04-20,Alpha,1563
2021-04-20,Beta,25
2021-04-20,Delta,45
2021-04-20,Epsilon,50
2021-04-20,Eta,9
2021-04-20,Gamma,69
2021-04-20,Iota,6
2021-04-20,Iota (E484K),109
2021-04-20,Iota (S477N),70
2021-04-20,Kappa,2
2021-04-20,Lambda,4
2021-04-20,Mu,3
2021-04-20,Other variant,314
2021-04-20,Zeta,8
2021-04-21,Alpha,1946
2021-04-21,Beta,31
2021-04-21,Delta,40
2021-04-21,Epsilon,71
2021-04-21,Eta,23
2021-04-21,Gamma,90
2021-04-21,Iota,4
2021-04-21,Iota (E484K),129
2021-04-21,Iota (S477N),117
2021-04-21,Kappa,4
2021-04-21,Lambda,2
2021-04-21,Mu,1
2021-04-21,Other variant,310
2021-04-21,Zeta,48
2021-04-22,Alpha,1643
2021-04-22,Beta,12
2021-04-22,Delta,53
2021-04-22,Epsilon,52
2021-04-22,Eta,17
2021-04-22,Gamma,99
2021-04-22,Iota,4
2021-04-22,Iota (E484K),100
2021-04-22,Iota (S477N),103
2021-04-22,Kappa,6
2021-04-22,Lambda,11
2021-04-22,Mu,7
2021-04-22,Other variant,318
2021-04-22,Zeta,17
2021-04-23,Alpha,1496
2021-04-23,Beta,13
2021-04-23,Delta,38
2021-04-23,Epsilon,85
2021-04-23,Eta,10
2021-04-23,Gamma,82
2021-04-23,Iota,5
2021-04-23,Iota (E484K),110
2021-04-23,Iota (S477N),78
2021-04-23,Kappa,7
2021-04-23,Mu,6
2021-04-23,Other variant,247
2021-04-23,Theta,1
2021-04-23,Zeta,19
2021-04-24,Alpha,879
2021-04-24,Beta,7
2021-04-24,Delta,45
2021-04-24,Epsilon,24
2021-04-24,Eta,13
2021-04-24,Gamma,55
2021-04-24,Iota,3
2021-04-24,Iota (E484K),64
2021-04-24,Iota (S477N),75
2021-04-24,Kappa,8
2021-04-24,Lambda,6
2021-04-24,Mu,5
2021-04-24,Other variant,195
2021-04-24,Zeta,17
2021-04-25,Alpha,887
2021-04-25,Beta,6
2021-04-25,Delta,54
2021-04-25,Epsilon,14
2021-04-25,Eta,8
2021-04-25,Gamma,41
2021-04-25,Iota,3
2021-04-25,Iota (E484K),47
2021-04-25,Iota (S477N),33
2021-04-25,Kappa,4
2021-04-25,Mu,2
2021-04-25,Other variant,160
2021-04-25,Zeta,11
2021-04-26,Alpha,1607
2021-04-26,Beta,14
2021-04-26,Delta,71
2021-04-26,Epsilon,47
2021-04-26,Eta,9
2021-04-26,Gamma,111
2021-04-26,Iota,3
2021-04-26,Iota (E484K),107
2021-04-26,Iota (S477N),95
2021-04-26,Kappa,5
2021-04-26,Lambda,4
2021-04-26,Mu,9
2021-04-26,Other variant,362
2021-04-26,Zeta,30
2021-04-27,Alpha,1677
2021-04-27,Beta,13
2021-04-27,Delta,50
2021-04-27,Epsilon,49
2021-04-27,Eta,16
2021-04-27,Gamma,101
2021-04-27,Iota,8
2021-04-27,Iota (E484K),85
2021-04-27,Iota (S477N),80
2021-04-27,Kappa,11
2021-04-27,Lambda,4
2021-04-27,Mu,14
2021-04-27,Other variant,323
2021-04-27,Zeta,28
2021-04-28,Alpha,1605
2021-04-28,Beta,13
2021-04-28,Delta,61
2021-04-28,Epsilon,29
2021-04-28,Eta,17
2021-04-28,Gamma,88
2021-04-28,Iota,3
2021-04-28,Iota (E484K),104
2021-04-28,Iota (S477N),65
2021-04-28,Kappa,7
2021-04-28,Lambda,2
2021-04-28,Mu,5
2021-04-28,Other variant,313
2021-04-28,Zeta,22
2021-04-29,Alpha,1732
2021-04-29,Beta,12
2021-04-29,Delta,73
2021-04-29,Epsilon,52
2021-04-29,Eta,22
2021-04-29,Gamma,109
2021-04-29,Iota,8
2021-04-29,Iota (E484K),88
2021-04-29,Iota (S477N),85
2021-04-29,Kappa,9
2021-04-29,Lambda,8
2021-04-29,Mu,1
2021-04-29,Other variant,347
2021-04-29,Zeta,26
2021-04-30,Alpha,1489
2021-04-30,Beta,13
2021-04-30,Delta,80
2021-04-30,Epsilon,32
2021-04-30,Eta,8
2021-04-30,Gamma,92
2021-04-30,Iota,4
2021-04-30,Iota (E484K),75
2021-04-30,Iota (S477N),66
2021-04-30,Kappa,8
2021-04-30,Lambda,7
2021-04-30,Mu,2
2021-04-30,Other variant,261
2021-04-30,Zeta,16
2021-05-01,Alpha,866
2021-05-01,Beta,11
2021-05-01,Delta,59
2021-05-01,Epsilon,20
2021-05-01,Eta,5
2021-05-01,Gamma,39
2021-05-01,Iota,1
2021-05-01,Iota (E484K),54
2021-05-01,Iota (S477N),45
2021-05-01,Kappa,13
2021-05-01,Lambda,13
2021-05-01,Mu,6
2021-05-01,Other variant,179
2021-05-01,Zeta,13
2021-05-02,Alpha,731
2021-05-02,Beta,10
2021-05-02,Delta,55
2021-05-02,Epsilon,8
2021-05-02,Eta,7
2021-05-02,Gamma,46
2021-05-02,Iota,3
2021-05-02,Iota (E484K),34
2021-05-02,Iota (S477N),42
2021-05-02,Kappa,2
2021-05-02,Lambda,4
2021-05-02,Other variant,143
2021-05-02,Zeta,9
2021-05-03,Alpha,1505
2021-05-03,Beta,20
2021-05-03,Delta,90
2021-05-03,Epsilon,28
2021-05-03,Eta,18
2021-05-03,Gamma,106
2021-05-03,Iota,4
2021-05-03,Iota (E484K),60
2021-05-03,Iota (S477N),63
2021-05-03,Kappa,1
2021-05-03,Lambda,5
2021-05-03,Mu,8
2021-05-03,Other variant,332
2021-05-03,Zeta,34
2021-05-04,Alpha,1811
2021-05-04,Beta,22
2021-05-04,Delta,89
2021-05-04,Epsilon,28
2021-05-04,Eta,16
2021-05-04,Gamma,97
2021-05-04,Iota,1
2021-05-04,Iota (E484K),83
2021-05-04,Iota (S477N),79
2021-05-04,Kappa,5
2021-05-04,Lambda,3
2021-05-04,Mu,11
2021-05-04,Other variant,317
2021-05-04,Theta,1
2021-05-04,Zeta,26
2021-05-05,Alpha,1331
2021-05-05,Beta,19
2021-05-05,Delta,102
2021-05-05,Epsilon,16
2021-05-05,Eta,12
2021-05-05,Gamma,90
2021-05-05,Iota,4
2021-05-05,Iota (E484K),65
2021-05-05,Iota (S477N),61
2021-05-05,Kappa,3
2021-05-05,Lambda,5
2021-05-05,Mu,9
2021-05-05,Other variant,265
2021-05-05,Zeta,27
2021-05-06,Alpha,1332
2021-05-06,Beta,12
2021-05-06,Delta,122
2021-05-06,Epsilon,26
2021-05-06,Eta,8
2021-05-06,Gamma,76
2021-05-06,Iota (E484K),58
2021-05-06,Iota (S477N),64
2021-05-06,Kappa,4
2021-05-06,Lambda,4
2021-05-06,Mu,8
2021-05-06,Other variant,227
2021-05-06,Zeta,24
2021-05-07,Alpha,1349
2021-05-07,Beta,16
2021-05-07,Delta,99
2021-05-07,Epsilon,20
2021-05-07,Eta,9
